id;source_type;source_id;source_location_id;source_region_id;address_region_id;region_id;parent_source_id;parent_location_id;name;slug;is_direct_city;is_city;aoguid;okato;sort_order;is_active;raw_data;created_at;updated_at
1;regions;77;77;77;77;13;"";"";Москва;moskva;1;1;"";"";0;1;"{""synthetic_direct_city_from_slug_mapping"":true,""mapping_id"":96,""source_slug"":""moskva"",""target_slug"":""moskva"",""location_name"":""Москва"",""source_region_id"":77,""shared_region_id"":13}";2026-07-01 16:19:33;2026-07-14 17:00:11
2;regions;78;78;78;78;14;"";"";Санкт-Петербург;sankt-peterburg;1;1;"";"";0;1;"{""synthetic_direct_city_from_slug_mapping"":true,""mapping_id"":97,""source_slug"":""sankt-peterburg"",""target_slug"":""sankt-peterburg"",""location_name"":""Санкт-Петербург"",""source_region_id"":78,""shared_region_id"":14}";2026-07-01 16:19:33;2026-07-14 17:00:11
3;regions;80401;80401;80401;80401;1;2;"";Уфа;ufa;1;1;7339e834-2cb4-4734-a4c7-1fca2c66e562;"";0;1;"{""id"":80401,""parent_id"":2,""name"":""Уфа"",""url"":""ufa"",""AOGUID"":""7339e834-2cb4-4734-a4c7-1fca2c66e562"",""bigcity"":1,""global_region_id"":7}";2026-07-01 16:19:33;2026-07-14 16:59:57
4;regions;92401;92401;92401;92401;2;16;"";Казань;kazan;1;1;93b3df57-4c89-44df-ac42-96f05e9cd3b9;"";0;1;"{""id"":92401,""parent_id"":16,""name"":""Казань"",""url"":""kazan"",""AOGUID"":""93b3df57-4c89-44df-ac42-96f05e9cd3b9"",""bigcity"":1,""global_region_id"":7}";2026-07-01 16:19:33;2026-07-14 16:59:57
5;regions;18401;18401;18401;18401;3;34;"";Волгоград;volgograd;1;1;a52b7389-0cfe-46fb-ae15-298652a64cf8;"";0;1;"{""id"":18401,""parent_id"":34,""name"":""Волгоград"",""url"":""volgograd"",""AOGUID"":""a52b7389-0cfe-46fb-ae15-298652a64cf8"",""bigcity"":1,""global_region_id"":2}";2026-07-01 16:19:33;2026-07-14 16:59:57
6;regions;195;195;195;195;4;47;"";Колпино;kolpino;1;1;1e11a121-81c4-4b66-b11c-da8f47db2e1d;"";0;1;"{""id"":195,""parent_id"":47,""name"":""Колпино"",""url"":""kolpino"",""AOGUID"":""1e11a121-81c4-4b66-b11c-da8f47db2e1d"",""bigcity"":1,""global_region_id"":5}";2026-07-01 16:19:33;2026-07-14 16:59:57
7;regions;194;194;194;194;5;50;"";Балашиха;balashiha;1;1;27c5bc66-61bf-4a17-b0cd-ca0eb64192d6;"";0;1;"{""id"":194,""parent_id"":50,""name"":""Балашиха"",""url"":""balashiha"",""AOGUID"":""27c5bc66-61bf-4a17-b0cd-ca0eb64192d6"",""bigcity"":1,""global_region_id"":1}";2026-07-01 16:19:33;2026-07-14 16:59:57
8;regions;22401;22401;22401;22401;6;52;"";Нижний Новгород;nizhniy-novgorod;1;1;555e7d61-d9a7-4ba6-9770-6caa8198c483;"";0;1;"{""id"":22401,""parent_id"":52,""name"":""Нижний Новгород"",""url"":""nizhniy-novgorod"",""AOGUID"":""555e7d61-d9a7-4ba6-9770-6caa8198c483"",""bigcity"":1,""global_region_id"":7}";2026-07-01 16:19:33;2026-07-14 16:59:57
9;regions;50401;50401;50401;50401;7;54;"";Новосибирск;novosibirsk;1;1;8dea00e3-9aab-4d8e-887c-ef2aaa546456;"";0;1;"{""id"":50401,""parent_id"":54,""name"":""Новосибирск"",""url"":""novosibirsk"",""AOGUID"":""8dea00e3-9aab-4d8e-887c-ef2aaa546456"",""bigcity"":1,""global_region_id"":4}";2026-07-01 16:19:33;2026-07-14 16:59:57
10;regions;52401;52401;52401;52401;8;55;"";Омск;omsk;1;1;140e31da-27bf-4519-9ea0-6185d681d44e;"";0;1;"{""id"":52401,""parent_id"":55,""name"":""Омск"",""url"":""omsk"",""AOGUID"":""140e31da-27bf-4519-9ea0-6185d681d44e"",""bigcity"":1,""global_region_id"":4}";2026-07-01 16:19:33;2026-07-14 16:59:57
11;regions;60401;60401;60401;60401;9;61;"";Ростов-на-Дону;rostov-na-donu;1;1;c1cfe4b9-f7c2-423c-abfa-6ed1c05a15c5;"";0;1;"{""id"":60401,""parent_id"":61,""name"":""Ростов-на-Дону"",""url"":""rostov-na-donu"",""AOGUID"":""c1cfe4b9-f7c2-423c-abfa-6ed1c05a15c5"",""bigcity"":1,""global_region_id"":2}";2026-07-01 16:19:33;2026-07-14 16:59:57
12;regions;36401;36401;36401;36401;10;63;"";Самара;samara;1;1;bb035cc3-1dc2-4627-9d25-a1bf2d4b936b;"";0;1;"{""id"":36401,""parent_id"":63,""name"":""Самара"",""url"":""samara"",""AOGUID"":""bb035cc3-1dc2-4627-9d25-a1bf2d4b936b"",""bigcity"":1,""global_region_id"":7}";2026-07-01 16:19:33;2026-07-14 16:59:57
13;regions;65401;65401;65401;65401;11;66;"";Екатеринбург;ekaterinburg;1;1;2763c110-cb8b-416a-9dac-ad28a55b4402;"";0;1;"{""id"":65401,""parent_id"":66,""name"":""Екатеринбург"",""url"":""ekaterinburg"",""AOGUID"":""2763c110-cb8b-416a-9dac-ad28a55b4402"",""bigcity"":1,""global_region_id"":3}";2026-07-01 16:19:33;2026-07-14 16:59:57
14;regions;75401;75401;75401;75401;12;74;"";Челябинск;chelyabinsk;1;1;a376e68d-724a-4472-be7c-891bdb09ae32;"";0;1;"{""id"":75401,""parent_id"":74,""name"":""Челябинск"",""url"":""chelyabinsk"",""AOGUID"":""a376e68d-724a-4472-be7c-891bdb09ae32"",""bigcity"":1,""global_region_id"":3}";2026-07-01 16:19:33;2026-07-14 16:59:57
15;regions;1;1;1;1;25;101;"";Майкоп;majikop;1;1;8cfbe842-e803-49ca-9347-1ef90481dd98;"";0;1;"{""id"":1,""parent_id"":101,""name"":""Майкоп"",""url"":""majkop"",""AOGUID"":""8cfbe842-e803-49ca-9347-1ef90481dd98"",""bigcity"":1,""global_region_id"":2}";2026-07-01 16:19:33;2026-07-14 16:59:58
16;regions;3;3;3;3;26;103;"";Улан-Удэ;ulan-ude;1;1;9fdcc25f-a3d0-4f28-8b61-40648d099065;"";0;1;"{""id"":3,""parent_id"":103,""name"":""Улан-Удэ"",""url"":""ulan-ude"",""AOGUID"":""9fdcc25f-a3d0-4f28-8b61-40648d099065"",""bigcity"":1,""global_region_id"":4}";2026-07-01 16:19:33;2026-07-14 16:59:58
17;regions;4;4;4;4;27;104;"";Горно-Алтайск;gorno-altaysk;1;1;"0839d751-b940-4d3d-afb6-5df03fdd7791";"";0;1;"{""id"":4,""parent_id"":104,""name"":""Горно-Алтайск"",""url"":""gorno-altajsk"",""AOGUID"":""0839d751-b940-4d3d-afb6-5df03fdd7791"",""bigcity"":1,""global_region_id"":4}";2026-07-01 16:19:33;2026-07-14 16:59:58
18;regions;5;5;5;5;28;105;"";Махачкала;makhachkala;1;1;727cdf1e-1b70-4e07-8995-9bf7ca9abefb;"";0;1;"{""id"":5,""parent_id"":105,""name"":""Махачкала"",""url"":""mahachkala"",""AOGUID"":""727cdf1e-1b70-4e07-8995-9bf7ca9abefb"",""bigcity"":1,""global_region_id"":5}";2026-07-01 16:19:33;2026-07-14 16:59:58
19;regions;6;6;6;6;29;106;"";Магас;magas;1;1;c801edb4-aba2-4e1d-9ab2-69fcbf0aeb9c;"";0;1;"{""id"":6,""parent_id"":106,""name"":""Магас"",""url"":""magas"",""AOGUID"":""c801edb4-aba2-4e1d-9ab2-69fcbf0aeb9c"",""bigcity"":1,""global_region_id"":5}";2026-07-01 16:19:33;2026-07-14 16:59:58
20;regions;7;7;7;7;30;107;"";Нальчик;nalchik;1;1;913a82e3-b671-43d5-97b4-8a08b8ee2d28;"";0;1;"{""id"":7,""parent_id"":107,""name"":""Нальчик"",""url"":""nalchik"",""AOGUID"":""913a82e3-b671-43d5-97b4-8a08b8ee2d28"",""bigcity"":1,""global_region_id"":5}";2026-07-01 16:19:33;2026-07-14 16:59:58
21;regions;8;8;8;8;31;108;"";Элиста;elista;1;1;d5bd18b9-22c1-48e2-9b4a-3b7a4c89a3cb;"";0;1;"{""id"":8,""parent_id"":108,""name"":""Элиста"",""url"":""elista"",""AOGUID"":""d5bd18b9-22c1-48e2-9b4a-3b7a4c89a3cb"",""bigcity"":1,""global_region_id"":2}";2026-07-01 16:19:33;2026-07-14 16:59:58
22;regions;9;9;9;9;32;109;"";Черкесск;cherkessk;1;1;2a4a7c93-f3f8-4042-8cbf-e04ab64f5e08;"";0;1;"{""id"":9,""parent_id"":109,""name"":""Черкесск"",""url"":""cherkessk"",""AOGUID"":""2a4a7c93-f3f8-4042-8cbf-e04ab64f5e08"",""bigcity"":1,""global_region_id"":5}";2026-07-01 16:19:33;2026-07-14 16:59:58
23;regions;10;10;10;10;33;110;"";Петрозаводск;petrozavodsk;1;1;ccc34487-8fd4-4e71-b032-f4e6c82fb354;"";0;1;"{""id"":10,""parent_id"":110,""name"":""Петрозаводск"",""url"":""petrozavodsk"",""AOGUID"":""ccc34487-8fd4-4e71-b032-f4e6c82fb354"",""bigcity"":1,""global_region_id"":6}";2026-07-01 16:19:33;2026-07-14 16:59:58
24;regions;11;11;11;11;34;111;"";Сыктывкар;syktyvkar;1;1;d2944a73-daf4-4a08-9b34-d9b0af7785a1;"";0;1;"{""id"":11,""parent_id"":111,""name"":""Сыктывкар"",""url"":""syktyvkar"",""AOGUID"":""d2944a73-daf4-4a08-9b34-d9b0af7785a1"",""bigcity"":1,""global_region_id"":6}";2026-07-01 16:19:33;2026-07-14 16:59:58
25;regions;12;12;12;12;35;112;"";Йошкар-Ола;joshkar-ola;1;1;"0648e41c-a09b-4eac-91cd-8cf61b9ccb7b";"";0;1;"{""id"":12,""parent_id"":112,""name"":""Йошкар-Ола"",""url"":""joshkar-ola"",""AOGUID"":""0648e41c-a09b-4eac-91cd-8cf61b9ccb7b"",""bigcity"":1,""global_region_id"":7}";2026-07-01 16:19:33;2026-07-14 16:59:58
26;regions;13;13;13;13;36;113;"";Саранск;saransk;1;1;1ccfdc3c-be0f-4e42-ab4d-98f90de972d9;"";0;1;"{""id"":13,""parent_id"":113,""name"":""Саранск"",""url"":""saransk"",""AOGUID"":""1ccfdc3c-be0f-4e42-ab4d-98f90de972d9"",""bigcity"":1,""global_region_id"":7}";2026-07-01 16:19:33;2026-07-14 16:59:58
27;regions;14;14;14;14;37;114;"";Якутск;yakutsk;1;1;884c84a2-0141-4652-962d-8a92989b88f7;"";0;1;"{""id"":14,""parent_id"":114,""name"":""Якутск"",""url"":""yakutsk"",""AOGUID"":""884c84a2-0141-4652-962d-8a92989b88f7"",""bigcity"":1,""global_region_id"":8}";2026-07-01 16:19:33;2026-07-14 16:59:58
28;regions;15;15;15;15;38;115;"";Владикавказ;vladikavkaz;1;1;20ea2341-4f49-4c5c-a9dc-a54688c8cc61;"";0;1;"{""id"":15,""parent_id"":115,""name"":""Владикавказ"",""url"":""vladikavkaz"",""AOGUID"":""20ea2341-4f49-4c5c-a9dc-a54688c8cc61"",""bigcity"":1,""global_region_id"":5}";2026-07-01 16:19:33;2026-07-14 16:59:58
29;regions;17;17;17;17;39;117;"";Кызыл;kyzyl;1;1;8df8c56f-a46e-438f-a85b-a9b18ad4fc77;"";0;1;"{""id"":17,""parent_id"":117,""name"":""Кызыл"",""url"":""kyzyl"",""AOGUID"":""8df8c56f-a46e-438f-a85b-a9b18ad4fc77"",""bigcity"":1,""global_region_id"":4}";2026-07-01 16:19:33;2026-07-14 16:59:58
30;regions;18;18;18;18;40;118;"";Ижевск;izhevsk;1;1;deb1d05a-71ce-40d1-b726-6ba85d70d58f;"";0;1;"{""id"":18,""parent_id"":118,""name"":""Ижевск"",""url"":""izhevsk"",""AOGUID"":""deb1d05a-71ce-40d1-b726-6ba85d70d58f"",""bigcity"":1,""global_region_id"":7}";2026-07-01 16:19:33;2026-07-14 16:59:58
31;regions;19;19;19;19;41;119;"";Абакан;abakan;1;1;42a02e11-a337-4d50-8596-fc76dae7c62a;"";0;1;"{""id"":19,""parent_id"":119,""name"":""Абакан"",""url"":""abakan"",""AOGUID"":""42a02e11-a337-4d50-8596-fc76dae7c62a"",""bigcity"":1,""global_region_id"":4}";2026-07-01 16:19:33;2026-07-14 16:59:58
32;regions;20;20;20;20;42;120;"";Грозный;groznyy;1;1;a2072dc5-45be-4db3-ab13-10784ba8b2ae;"";0;1;"{""id"":20,""parent_id"":120,""name"":""Грозный"",""url"":"""",""AOGUID"":""a2072dc5-45be-4db3-ab13-10784ba8b2ae"",""bigcity"":1,""global_region_id"":5}";2026-07-01 16:19:33;2026-07-14 16:59:58
33;regions;21;21;21;21;43;121;"";Чебоксары;cheboksary;1;1;dd8caeab-c685-4f2a-bf5f-550aca1bbc48;"";0;1;"{""id"":21,""parent_id"":121,""name"":""Чебоксары"",""url"":""cheboksary"",""AOGUID"":""dd8caeab-c685-4f2a-bf5f-550aca1bbc48"",""bigcity"":1,""global_region_id"":7}";2026-07-01 16:19:33;2026-07-14 16:59:58
34;regions;22;22;22;22;44;122;"";Барнаул;barnaul;1;1;d13945a8-7017-46ab-b1e6-ede1e89317ad;"";0;1;"{""id"":22,""parent_id"":122,""name"":""Барнаул"",""url"":""barnaul"",""AOGUID"":""d13945a8-7017-46ab-b1e6-ede1e89317ad"",""bigcity"":1,""global_region_id"":4}";2026-07-01 16:19:33;2026-07-14 16:59:58
35;regions;23;23;23;23;45;123;"";Краснодар;krasnodar;1;1;7dfa745e-aa19-4688-b121-b655c11e482f;"";0;1;"{""id"":23,""parent_id"":123,""name"":""Краснодар"",""url"":""krasnodar"",""AOGUID"":""7dfa745e-aa19-4688-b121-b655c11e482f"",""bigcity"":1,""global_region_id"":2}";2026-07-01 16:19:33;2026-07-14 16:59:58
36;regions;193;193;193;193;45;123;"";Сочи;sochi;1;1;79da737a-603b-4c19-9b54-9114c96fb912;"";0;1;"{""id"":193,""parent_id"":123,""name"":""Сочи"",""url"":""sochi"",""AOGUID"":""79da737a-603b-4c19-9b54-9114c96fb912"",""bigcity"":1,""global_region_id"":2}";2026-07-01 16:19:33;2026-07-14 16:59:58
37;regions;24;24;24;24;46;124;"";Красноярск;krasnoyarsk;1;1;9b968c73-f4d4-4012-8da8-3dacd4d4c1bd;"";0;1;"{""id"":24,""parent_id"":124,""name"":""Красноярск"",""url"":""krasnoyarsk"",""AOGUID"":""9b968c73-f4d4-4012-8da8-3dacd4d4c1bd"",""bigcity"":1,""global_region_id"":4}";2026-07-01 16:19:33;2026-07-14 16:59:58
38;regions;25;25;25;25;47;125;"";Владивосток;vladivostok;1;1;7b6de6a5-86d0-4735-b11a-499081111af8;"";0;1;"{""id"":25,""parent_id"":125,""name"":""Владивосток"",""url"":""vladivostok"",""AOGUID"":""7b6de6a5-86d0-4735-b11a-499081111af8"",""bigcity"":1,""global_region_id"":8}";2026-07-01 16:19:33;2026-07-14 16:59:58
39;regions;26;26;26;26;48;126;"";Ставрополь;stavropol;1;1;2a1c7bdb-05ea-492f-9e1c-b3999f79dcbc;"";0;1;"{""id"":26,""parent_id"":126,""name"":""Ставрополь"",""url"":""stavropol"",""AOGUID"":""2a1c7bdb-05ea-492f-9e1c-b3999f79dcbc"",""bigcity"":1,""global_region_id"":5}";2026-07-01 16:19:33;2026-07-14 16:59:58
40;regions;27;27;27;27;49;127;"";Хабаровск;habarovsk;1;1;a4859da8-9977-4b62-8436-4e1b98c5d13f;"";0;1;"{""id"":27,""parent_id"":127,""name"":""Хабаровск"",""url"":""habarovsk"",""AOGUID"":""a4859da8-9977-4b62-8436-4e1b98c5d13f"",""bigcity"":1,""global_region_id"":8}";2026-07-01 16:19:33;2026-07-14 16:59:58
41;regions;28;28;28;28;50;128;"";Благовещенск;amurskaya_obl_blagoveshchensk;1;1;8f41253d-6e3b-48a9-842a-25ba894bd093;"";0;1;"{""id"":28,""parent_id"":128,""name"":""Благовещенск"",""url"":""blagoveshchensk"",""AOGUID"":""8f41253d-6e3b-48a9-842a-25ba894bd093"",""bigcity"":1,""global_region_id"":8}";2026-07-01 16:19:33;2026-07-14 16:59:58
42;regions;29;29;29;29;51;129;"";Архангельск;arkhangelsk;1;1;"06814fb6-0dc3-4bec-ba20-11f894a0faf5";"";0;1;"{""id"":29,""parent_id"":129,""name"":""Архангельск"",""url"":""arkhangelsk"",""AOGUID"":""06814fb6-0dc3-4bec-ba20-11f894a0faf5"",""bigcity"":1,""global_region_id"":6}";2026-07-01 16:19:33;2026-07-14 16:59:58
43;regions;30;30;30;30;52;130;"";Астрахань;astrahan;1;1;a101dd8b-3aee-4bda-9c61-9df106f145ff;"";0;1;"{""id"":30,""parent_id"":130,""name"":""Астрахань"",""url"":""astrakhan"",""AOGUID"":""a101dd8b-3aee-4bda-9c61-9df106f145ff"",""bigcity"":1,""global_region_id"":2}";2026-07-01 16:19:33;2026-07-14 16:59:58
44;regions;31;31;31;31;53;131;"";Белгород;belgorod;1;1;"02e9c019-ab4d-4fa0-928e-d6c0a41dc256";"";0;1;"{""id"":31,""parent_id"":131,""name"":""Белгород"",""url"":""belgorod"",""AOGUID"":""02e9c019-ab4d-4fa0-928e-d6c0a41dc256"",""bigcity"":1,""global_region_id"":1}";2026-07-01 16:19:33;2026-07-14 16:59:58
45;regions;32;32;32;32;54;132;"";Брянск;bryansk;1;1;414b71cf-921e-4bfc-b6e0-f7395d16aaef;"";0;1;"{""id"":32,""parent_id"":132,""name"":""Брянск"",""url"":""bryansk"",""AOGUID"":""414b71cf-921e-4bfc-b6e0-f7395d16aaef"",""bigcity"":1,""global_region_id"":1}";2026-07-01 16:19:33;2026-07-14 16:59:58
46;regions;33;33;33;33;55;133;"";Владимир;vladimir;1;1;f66a00e6-179e-4de9-8ecb-78b0277c9f10;"";0;1;"{""id"":33,""parent_id"":133,""name"":""Владимир"",""url"":""vladimir"",""AOGUID"":""f66a00e6-179e-4de9-8ecb-78b0277c9f10"",""bigcity"":1,""global_region_id"":1}";2026-07-01 16:19:33;2026-07-14 16:59:58
47;regions;35;35;35;35;56;135;"";Вологда;vologda;1;1;"023484a5-f98d-4849-82e1-b7e0444b54ef";"";0;1;"{""id"":35,""parent_id"":135,""name"":""Вологда"",""url"":""vologda"",""AOGUID"":""023484a5-f98d-4849-82e1-b7e0444b54ef"",""bigcity"":1,""global_region_id"":6}";2026-07-01 16:19:33;2026-07-14 16:59:58
48;regions;36;36;36;36;57;136;"";Воронеж;voronezh;1;1;5bf5ddff-6353-4a3d-80c4-6fb27f00c6c1;"";0;1;"{""id"":36,""parent_id"":136,""name"":""Воронеж"",""url"":""voronezh"",""AOGUID"":""5bf5ddff-6353-4a3d-80c4-6fb27f00c6c1"",""bigcity"":1,""global_region_id"":1}";2026-07-01 16:19:33;2026-07-14 16:59:58
49;regions;37;37;37;37;58;137;"";Иваново;ivanovo;1;1;40c6863e-2a5f-4033-a377-3416533948bd;"";0;1;"{""id"":37,""parent_id"":137,""name"":""Иваново"",""url"":""ivanovo"",""AOGUID"":""40c6863e-2a5f-4033-a377-3416533948bd"",""bigcity"":1,""global_region_id"":1}";2026-07-01 16:19:33;2026-07-14 16:59:58
50;regions;38;38;38;38;59;138;"";Иркутск;irkutsk;1;1;8eeed222-72e7-47c3-ab3a-9a553c31cf72;"";0;1;"{""id"":38,""parent_id"":138,""name"":""Иркутск"",""url"":""irkutsk"",""AOGUID"":""8eeed222-72e7-47c3-ab3a-9a553c31cf72"",""bigcity"":1,""global_region_id"":4}";2026-07-01 16:19:33;2026-07-14 16:59:58
51;regions;39;39;39;39;60;139;"";Калининград;kaliningrad;1;1;df679694-d505-4dd3-b514-4ba48c8a97d8;"";0;1;"{""id"":39,""parent_id"":139,""name"":""Калининград"",""url"":""kaliningrad"",""AOGUID"":""df679694-d505-4dd3-b514-4ba48c8a97d8"",""bigcity"":1,""global_region_id"":6}";2026-07-01 16:19:33;2026-07-14 16:59:58
52;regions;40;40;40;40;61;140;"";Калуга;kaluga;1;1;b502ae45-897e-4b6f-9776-6ff49740b537;"";0;1;"{""id"":40,""parent_id"":140,""name"":""Калуга"",""url"":""kaluga"",""AOGUID"":""b502ae45-897e-4b6f-9776-6ff49740b537"",""bigcity"":1,""global_region_id"":1}";2026-07-01 16:19:33;2026-07-14 16:59:58
53;regions;41;41;41;41;62;141;"";Петропавловск-Камчатский;petropavlovsk-kamchatskij;1;1;"0b3f0723-5fe0-4c23-af44-8082166c6d2e";"";0;1;"{""id"":41,""parent_id"":141,""name"":""Петропавловск-Камчатский"",""url"":""petropavlovsk-kamchatskij"",""AOGUID"":""0b3f0723-5fe0-4c23-af44-8082166c6d2e"",""bigcity"":1,""global_region_id"":8}";2026-07-01 16:19:33;2026-07-14 16:59:58
54;regions;42;42;42;42;63;142;"";Кемерово;kemerovo;1;1;94bb19a3-c1fa-410b-8651-ac1bf7c050cd;"";0;1;"{""id"":42,""parent_id"":142,""name"":""Кемерово"",""url"":""kemerovo"",""AOGUID"":""94bb19a3-c1fa-410b-8651-ac1bf7c050cd"",""bigcity"":1,""global_region_id"":4}";2026-07-01 16:19:33;2026-07-14 16:59:58
55;regions;43;43;43;43;64;143;"";Киров;kirov;1;1;452a2ddf-88a1-4e35-8d8d-8635493768d4;"";0;1;"{""id"":43,""parent_id"":143,""name"":""Киров"",""url"":""kirov"",""AOGUID"":""452a2ddf-88a1-4e35-8d8d-8635493768d4"",""bigcity"":1,""global_region_id"":7}";2026-07-01 16:19:33;2026-07-14 16:59:58
56;regions;44;44;44;44;65;144;"";Кострома;kostroma;1;1;14c73394-b886-40a9-9e5c-547cfd4d6aad;"";0;1;"{""id"":44,""parent_id"":144,""name"":""Кострома"",""url"":""kostroma"",""AOGUID"":""14c73394-b886-40a9-9e5c-547cfd4d6aad"",""bigcity"":1,""global_region_id"":1}";2026-07-01 16:19:33;2026-07-14 16:59:58
57;regions;45;45;45;45;66;145;"";Курган;kurgan;1;1;3bbda77d-ba3f-4457-9d44-c440815cda89;"";0;1;"{""id"":45,""parent_id"":145,""name"":""Курган"",""url"":""kurgan"",""AOGUID"":""3bbda77d-ba3f-4457-9d44-c440815cda89"",""bigcity"":1,""global_region_id"":3}";2026-07-01 16:19:33;2026-07-14 16:59:58
58;regions;46;46;46;46;67;146;"";Курск;kursk;1;1;d790c72e-479b-4da2-90d7-842b1712a71c;"";0;1;"{""id"":46,""parent_id"":146,""name"":""Курск"",""url"":""kursk"",""AOGUID"":""d790c72e-479b-4da2-90d7-842b1712a71c"",""bigcity"":1,""global_region_id"":1}";2026-07-01 16:19:33;2026-07-14 16:59:58
59;regions;48;48;48;48;68;148;"";Липецк;lipeck;1;1;eacb5f15-1a2e-432e-904a-ca56bd635f1b;"";0;1;"{""id"":48,""parent_id"":148,""name"":""Липецк"",""url"":""lipeck"",""AOGUID"":""eacb5f15-1a2e-432e-904a-ca56bd635f1b"",""bigcity"":1,""global_region_id"":1}";2026-07-01 16:19:33;2026-07-14 16:59:58
60;regions;49;49;49;49;69;149;"";Магадан;magadan;1;1;cb8ae35a-93df-4133-b377-50f3698c8b5e;"";0;1;"{""id"":49,""parent_id"":149,""name"":""Магадан"",""url"":""magadan"",""AOGUID"":""cb8ae35a-93df-4133-b377-50f3698c8b5e"",""bigcity"":1,""global_region_id"":8}";2026-07-01 16:19:33;2026-07-14 16:59:58
61;regions;51;51;51;51;70;151;"";Мурманск;murmansk;1;1;b7127184-ead6-422b-b7cf-4fc7725b47a5;"";0;1;"{""id"":51,""parent_id"":151,""name"":""Мурманск"",""url"":""murmansk"",""AOGUID"":""b7127184-ead6-422b-b7cf-4fc7725b47a5"",""bigcity"":1,""global_region_id"":6}";2026-07-01 16:19:33;2026-07-14 16:59:58
62;regions;53;53;53;53;71;153;"";Новгород;novgorod;1;1;8d0a05bf-3b8a-43e9-ac26-7ce61d7c4560;"";0;1;"{""id"":53,""parent_id"":153,""name"":""Новгород"",""url"":""novgorod"",""AOGUID"":""8d0a05bf-3b8a-43e9-ac26-7ce61d7c4560"",""bigcity"":1,""global_region_id"":6}";2026-07-01 16:19:33;2026-07-14 16:59:58
63;regions;56;56;56;56;72;156;"";Оренбург;orenburg;1;1;dce97bff-deb2-4fd9-9aec-4f4327bbf89b;"";0;1;"{""id"":56,""parent_id"":156,""name"":""Оренбург"",""url"":""orenburg"",""AOGUID"":""dce97bff-deb2-4fd9-9aec-4f4327bbf89b"",""bigcity"":1,""global_region_id"":3}";2026-07-01 16:19:34;2026-07-14 16:59:58
64;regions;57;57;57;57;73;157;"";Орел;orel;1;1;2abed4d9-5565-4885-bc96-f4ffccc6cba4;"";0;1;"{""id"":57,""parent_id"":157,""name"":""Орел"",""url"":""orel"",""AOGUID"":""2abed4d9-5565-4885-bc96-f4ffccc6cba4"",""bigcity"":1,""global_region_id"":1}";2026-07-01 16:19:34;2026-07-14 16:59:58
65;regions;58;58;58;58;74;158;"";Пенза;penza;1;1;ff3292b1-a1d2-47d4-b35b-ac06b50555cc;"";0;1;"{""id"":58,""parent_id"":158,""name"":""Пенза"",""url"":""penza"",""AOGUID"":""ff3292b1-a1d2-47d4-b35b-ac06b50555cc"",""bigcity"":1,""global_region_id"":7}";2026-07-01 16:19:34;2026-07-14 16:59:58
66;regions;59;59;59;59;75;159;"";Пермь;perm;1;1;a309e4ce-2f36-4106-b1ca-53e0f48a6d95;"";0;1;"{""id"":59,""parent_id"":159,""name"":""Пермь"",""url"":""perm"",""AOGUID"":""a309e4ce-2f36-4106-b1ca-53e0f48a6d95"",""bigcity"":1,""global_region_id"":7}";2026-07-01 16:19:34;2026-07-14 16:59:58
67;regions;60;60;60;60;76;160;"";Псков;pskov;1;1;2858811e-448a-482e-9863-e03bf06bb5d4;"";0;1;"{""id"":60,""parent_id"":160,""name"":""Псков"",""url"":""pskov"",""AOGUID"":""2858811e-448a-482e-9863-e03bf06bb5d4"",""bigcity"":1,""global_region_id"":6}";2026-07-01 16:19:34;2026-07-14 16:59:58
68;regions;62;62;62;62;77;162;"";Рязань;ryazan;1;1;86e5bae4-ef58-4031-b34f-5e9ff914cd55;"";0;1;"{""id"":62,""parent_id"":162,""name"":""Рязань"",""url"":""ryazan"",""AOGUID"":""86e5bae4-ef58-4031-b34f-5e9ff914cd55"",""bigcity"":1,""global_region_id"":1}";2026-07-01 16:19:34;2026-07-14 16:59:58
69;regions;64;64;64;64;78;164;"";Саратов;saratov;1;1;bf465fda-7834-47d5-986b-ccdb584a85a6;"";0;1;"{""id"":64,""parent_id"":164,""name"":""Саратов"",""url"":""saratov"",""AOGUID"":""bf465fda-7834-47d5-986b-ccdb584a85a6"",""bigcity"":1,""global_region_id"":7}";2026-07-01 16:19:34;2026-07-14 16:59:58
70;regions;65;65;65;65;79;165;"";Южно-Сахалинск;yuzhno-sakhalinsk;1;1;44388ad0-06aa-49b0-bbf9-1704629d1d68;"";0;1;"{""id"":65,""parent_id"":165,""name"":""Южно-Сахалинск"",""url"":""yuzhno-sahalinsk"",""AOGUID"":""44388ad0-06aa-49b0-bbf9-1704629d1d68"",""bigcity"":1,""global_region_id"":8}";2026-07-01 16:19:34;2026-07-14 16:59:58
71;regions;67;67;67;67;80;167;"";Смоленск;smolensk;1;1;d414a2e8-9e1e-48c1-94a4-7308d5608177;"";0;1;"{""id"":67,""parent_id"":167,""name"":""Смоленск"",""url"":""smolensk"",""AOGUID"":""d414a2e8-9e1e-48c1-94a4-7308d5608177"",""bigcity"":1,""global_region_id"":1}";2026-07-01 16:19:34;2026-07-14 16:59:58
